;район;улица
1653;Мещанский;1-й Коптельский пер.
1654;Мещанский;1-й Троицкий пер.
1655;Мещанский;2-й Крестовский пер.
1656;Мещанский;2-й Троицкий пер.
1657;Мещанский;Астраханский пер.
1658;Мещанский;Банный пр.
1659;Мещанский;Банный пер.
1660;Мещанский;Больничный пер.
1661;Мещанский;Большая Екатерининская ул.
1662;Мещанский;Большая Лубянка ул.
1663;Мещанский;Большая Переяславская ул.
1664;Мещанский;Большая Сухаревская пл.
1665;Мещанский;Большой Головин пер.
1666;Мещанский;Большой Кисельный пер.
1667;Мещанский;Большой Сергиевский пер.
1668;Мещанский;Большой Сухаревский пер.
1669;Мещанский;Ботанический пер.
1670;Мещанский;Варсонофьевский пер.
1671;Мещанский;Васнецова пер.
1672;Мещанский;Верземнека ул.
1673;Мещанский;Водопроводный пер.
1674;Мещанский;Воровского пл.
1675;Мещанский;Выползов пер.
1676;Мещанский;Гиляровского ул.
1677;Мещанский;Глинистый пер.
1678;Мещанский;Грохольский пер.
1679;Мещанский;Достоевского ул.
1680;Мещанский;Дурова ул.
1681;Мещанский;Звонарский пер.
1682;Мещанский;Калмыков пер.
1683;Мещанский;Капельский пер.
1684;Мещанский;Кисельный туп.
1685;Мещанский;Колокольников пер.
1686;Мещанский;Кузнецкий Мост ул.
1687;Мещанский;Лаврский пер.
1688;Мещанский;Лубянская пл.
1689;Мещанский;Малая Екатерининская ул.
1690;Мещанский;Малая Лубянка ул.
1691;Мещанский;Малая Переяславская ул.
1692;Мещанский;Малая Сухаревская пл.
1693;Мещанский;Малый Кисельный пер.
1694;Мещанский;Малый Сергиевский пер.
1695;Мещанский;Малый Сухаревский пер.
1696;Мещанский;Мещанская ул.
1697;Мещанский;Мира пр-т
1698;Мещанский;Напрудный пер.
1699;Мещанский;Неглинная ул.
1700;Мещанский;Нижний Кисельный пер.
1701;Мещанский;Олимпийский пр-т
1702;Мещанский;Орлово-Давыдовский пер.
1703;Мещанский;Орловский пер.
1704;Мещанский;Пантелеевская ул.
1705;Мещанский;Пантелеевский пер.
1706;Мещанский;Переяславский пер.
1707;Мещанский;Печатников пер.
1708;Мещанский;Последний пер.
1709;Мещанский;Протопоповский пер.
1710;Мещанский;Пушечная ул.
1711;Мещанский;Пушкарёв пер.
1712;Мещанский;Рижская пл.
1713;Мещанский;Рождественка ул.
1714;Мещанский;Рождественский бул.
1715;Мещанский;Садовая-Самотёчная ул.
1716;Мещанский;Садовая-Сухаревская ул.
1717;Мещанский;Самарская ул.
1718;Мещанский;Самотёчная ул.
1719;Мещанский;Самотёчная пл.
